Version,Name,Size,NR,NAuth,LOC added,MAX LOC added,AVG LOC added,Churn,MAX Churn,AVG Churn,ChgSetSize,Age,Buggyness
1.0.1,src/jvm/storm/kafka/trident/TridentKafkaEmitter.java,256,0,0,0,0,0.000,0,0,0.000,0,167,N
1.0.1,src/jvm/storm/kafka/trident/ZkBrokerReader.java,82,0,0,0,0,0.000,0,0,0.000,0,199,N
1.0.1,src/jvm/storm/starter/BasicDRPCTopology.java,61,0,0,0,0,0.000,0,0,0.000,0,250,N
1.0.1,src/jvm/storm/starter/ExclamationTopology.java,70,0,0,0,0,0.000,0,0,0.000,0,255,N
1.0.1,src/jvm/storm/starter/ManualDRPC.java,51,0,0,0,0,0.000,0,0,0.000,0,211,N
1.0.1,src/jvm/storm/starter/PrintSampleStream.java,37,0,0,0,0,0.000,0,0,0.000,0,255,N
1.0.1,src/jvm/storm/starter/ReachTopology.java,179,0,0,0,0,0.000,0,0,0.000,0,250,N
1.0.1,src/jvm/storm/starter/RollingTopWords.java,13,0,0,0,0,0.000,0,0,0.000,0,253,N
1.0.1,src/jvm/storm/starter/SingleJoinExample.java,47,0,0,0,0,0.000,0,0,0.000,0,248,N
1.0.1,src/jvm/storm/starter/TransactionalGlobalCount.java,156,0,0,0,0,0.000,0,0,0.000,0,236,N
1.0.1,src/jvm/storm/starter/TransactionalTopWords.java,202,0,0,0,0,0.000,0,0,0.000,0,236,N
1.0.1,src/jvm/storm/starter/TransactionalWords.java,27,0,0,0,0,0.000,0,0,0.000,0,236,N
1.0.1,src/jvm/storm/starter/TridentReach.java,145,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/starter/TridentWordCount.java,80,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/starter/WordCountTopology.java,90,0,0,0,0,0.000,0,0,0.000,0,255,N
1.0.1,src/jvm/storm/starter/bolt/AbstractRankerBolt.java,93,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/bolt/IntermediateRankingsBolt.java,41,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/bolt/PrinterBolt.java,20,0,0,0,0,0.000,0,0,0.000,0,250,N
1.0.1,src/jvm/storm/starter/bolt/RollingCountBolt.java,125,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/bolt/SingleJoinBolt.java,97,0,0,0,0,0.000,0,0,0.000,0,248,N
1.0.1,src/jvm/storm/starter/bolt/TotalRankingsBolt.java,42,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/spout/RandomSentenceSpout.java,47,0,0,0,0,0.000,0,0,0.000,0,255,N
1.0.1,src/jvm/storm/starter/spout/TwitterSampleSpout.java,105,0,0,0,0,0.000,0,0,0.000,0,255,N
1.0.1,src/jvm/storm/starter/tools/NthLastModifiedTimeTracker.java,53,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/tools/Rankable.java,15,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/tools/RankableObjectWithFields.java,131,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/tools/Rankings.java,139,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/tools/SlidingWindowCounter.java,103,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/tools/SlotBasedCounter.java,106,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/util/StormRunner.java,22,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/starter/util/TupleHelpers.java,16,0,0,0,0,0.000,0,0,0.000,0,190,N
1.0.1,src/jvm/storm/trident/JoinType.java,13,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/Stream.java,436,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/TridentState.java,23,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/TridentTopology.java,860,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/drpc/ReturnResultsReducer.java,95,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/fluent/ChainedAggregatorDeclarer.java,176,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/fluent/ChainedFullAggregatorDeclarer.java,15,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/fluent/ChainedPartitionAggregatorDeclarer.java,15,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/fluent/GlobalAggregationScheme.java,9,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/fluent/GroupedStream.java,165,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/fluent/IAggregatableStream.java,14,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/fluent/IChainedAggregatorDeclarer.java,7,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/fluent/UniqueIdGen.java,17,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/graph/GraphGrouper.java,106,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/graph/Group.java,70,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/Aggregator.java,9,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/Assembly.java,8,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/BaseAggregator.java,6,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/BaseFilter.java,6,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/BaseFunction.java,6,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/BaseMultiReducer.java,48,0,0,0,0,0.000,0,0,0.000,0,207,N
1.0.1,src/jvm/storm/trident/operation/BaseOperation.java,15,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/CombinerAggregator.java,12,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/EachOperation.java,5,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/Filter.java,8,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/Function.java,7,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/GroupedMultiReducer.java,14,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/MultiReducer.java,14,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/Operation.java,9,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/ReducerAggregator.java,9,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/TridentCollector.java,9,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/TridentMultiReducerContext.java,19,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/TridentOperationContext.java,80,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/builtin/Count.java,24,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/builtin/Debug.java,46,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/builtin/Equals.java,21,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/builtin/FilterNull.java,14,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/builtin/FirstN.java,108,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/builtin/MapGet.java,21,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/builtin/Negate.java,31,0,0,0,0,0.000,0,0,0.000,0,205,N
1.0.1,src/jvm/storm/trident/operation/builtin/SnapshotGet.java,27,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/builtin/Sum.java,25,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/builtin/TupleCollectionGet.java,146,0,0,0,0,0.000,0,0,0.000,0,204,N
1.0.1,src/jvm/storm/trident/operation/impl/CaptureCollector.java,25,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/ChainedAggregatorImpl.java,96,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/ChainedResult.java,36,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/CombinerAggStateUpdater.java,39,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/CombinerAggregatorCombineImpl.java,44,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/CombinerAggregatorInitImpl.java,32,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/FilterExecutor.java,36,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/GlobalBatchToPartition.java,12,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/GroupCollector.java,31,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/GroupedAggregator.java,81,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/GroupedMultiReducerExecutor.java,78,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/IdentityMultiReducer.java,34,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/IndexHashBatchToPartition.java,12,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/JoinerMultiReducer.java,142,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/ReducerAggStateUpdater.java,36,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/ReducerAggregatorImpl.java,39,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/Result.java,10,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/SingleEmitAggregator.java,78,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/operation/impl/TrueFilter.java,23,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/partition/GlobalGrouping.java,28,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/partition/IdentityGrouping.java,44,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/partition/IndexHashGrouping.java,40,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/BridgeReceiver.java,21,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/Node.java,51,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/NodeStateInfo.java,14,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/PartitionNode.java,35,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/ProcessorContext.java,12,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/ProcessorNode.java,16,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/SpoutNode.java,22,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/SubtopologyBolt.java,205,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/TridentProcessor.java,23,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/TupleReceiver.java,10,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/processor/AggregateProcessor.java,67,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/processor/AppendCollector.java,45,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/processor/EachProcessor.java,63,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/processor/FreshCollector.java,42,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/processor/MultiReducerProcessor.java,76,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/processor/PartitionPersistProcessor.java,90,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/processor/ProjectedProcessor.java,56,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/processor/StateQueryProcessor.java,89,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/planner/processor/TridentContext.java,59,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/BatchSpoutExecutor.java,75,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/IBatchID.java,35,0,0,0,0,0.000,0,0,0.000,0,201,N
1.0.1,src/jvm/storm/trident/spout/IBatchSpout.java,16,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/ICommitterTridentSpout.java,14,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/IOpaquePartitionedTridentSpout.java,63,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/IPartitionedTridentSpout.java,80,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/ISpoutPartition.java,24,0,0,0,0,0.000,0,0,0.000,0,199,N
1.0.1,src/jvm/storm/trident/spout/ITridentSpout.java,81,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/OpaquePartitionedTridentSpoutExecutor.java,266,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/PartitionedTridentSpoutExecutor.java,210,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/RichSpoutBatchExecutor.java,183,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/RichSpoutBatchId.java,160,0,0,0,0,0.000,0,0,0.000,0,201,N
1.0.1,src/jvm/storm/trident/spout/RichSpoutBatchIdSerializer.java,105,0,0,0,0,0.000,0,0,0.000,0,201,N
1.0.1,src/jvm/storm/trident/spout/RichSpoutBatchTriggerer.java,184,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/TridentSpoutCoordinator.java,66,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/spout/TridentSpoutExecutor.java,122,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/BaseQueryFunction.java,8,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/BaseStateUpdater.java,8,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/CombinerValueUpdater.java,19,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/ITupleCollection.java,27,0,0,0,0,0.000,0,0,0.000,0,199,N
1.0.1,src/jvm/storm/trident/state/JSONNonTransactionalSerializer.java,27,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/JSONOpaqueSerializer.java,35,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/JSONTransactionalSerializer.java,33,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/OpaqueValue.java,54,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/QueryFunction.java,11,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/ReadOnlyState.java,14,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/ReducerValueUpdater.java,24,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/Serializer.java,9,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/State.java,22,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/StateFactory.java,11,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/StateSpec.java,13,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/StateType.java,8,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/StateUpdater.java,16,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/TransactionalValue.java,27,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/ValueUpdater.java,6,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/CachedBatchReadsMap.java,57,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/CachedMap.java,62,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/IBackingMap.java,9,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/MapCombinerAggStateUpdater.java,66,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/MapReducerAggStateUpdater.java,75,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/MapState.java,9,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/MicroBatchIBackingMap.java,204,0,0,0,0,0.000,0,0,0.000,0,175,N
1.0.1,src/jvm/storm/trident/state/map/NonTransactionalMap.java,50,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/OpaqueMap.java,121,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/ReadOnlyMapState.java,9,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/SnapshottableMap.java,59,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/map/TransactionalMap.java,120,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/snapshot/ReadOnlySnapshottable.java,7,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/state/snapshot/Snapshottable.java,10,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/testing/CountAsAggregator.java,90,0,0,0,0,0.000,0,0,0.000,0,207,N
1.0.1,src/jvm/storm/trident/testing/FeederBatchSpout.java,182,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/testing/FeederCommitterBatchSpout.java,237,0,0,0,0,0.000,0,0,0.000,0,207,N
1.0.1,src/jvm/storm/trident/testing/FixedBatchSpout.java,68,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/testing/IFeeder.java,18,0,0,0,0,0.000,0,0,0.000,0,207,N
1.0.1,src/jvm/storm/trident/testing/LRUMemoryMapState.java,411,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/testing/MemoryBackingMap.java,90,0,0,0,0,0.000,0,0,0.000,0,181,N
1.0.1,src/jvm/storm/trident/testing/MemoryMapState.java,408,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/testing/MockTridentTuple.java,596,0,0,0,0,0.000,0,0,0.000,0,195,N
1.0.1,src/jvm/storm/trident/testing/Split.java,23,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/testing/StringLength.java,45,0,0,0,0,0.000,0,0,0.000,0,207,N
1.0.1,src/jvm/storm/trident/testing/TrueFilter.java,26,0,0,0,0,0.000,0,0,0.000,0,206,N
1.0.1,src/jvm/storm/trident/testing/TuplifyArgs.java,60,0,0,0,0,0.000,0,0,0.000,0,207,N
1.0.1,src/jvm/storm/trident/topology/BatchInfo.java,24,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/topology/ITridentBatchBolt.java,15,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/topology/MasterBatchCoordinator.java,462,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/topology/TransactionAttempt.java,73,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/topology/TridentBoltExecutor.java,492,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/topology/TridentTopologyBuilder.java,711,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/topology/state/RotatingTransactionalState.java,159,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/topology/state/TransactionalState.java,118,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/tuple/ComboList.java,99,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/tuple/ConsList.java,27,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/tuple/TridentTuple.java,55,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/tuple/TridentTupleView.java,311,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/tuple/ValuePointer.java,44,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/util/ErrorEdgeFactory.java,11,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/util/IndexedEdge.java,33,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/util/LRUMap.java,18,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/storm/trident/util/TridentUtils.java,115,0,0,0,0,0.000,0,0,0.000,0,209,N
1.0.1,src/jvm/test/storm/starter/bolt/IntermediateRankingsBoltTest.java,135,0,0,0,0,0.000,0,0,0.000,0,191,N
1.0.1,src/jvm/test/storm/starter/bolt/RollingCountBoltTest.java,101,0,0,0,0,0.000,0,0,0.000,0,191,N
1.0.1,src/jvm/test/storm/starter/bolt/TotalRankingsBoltTest.java,135,0,0,0,0,0.000,0,0,0.000,0,191,N
1.0.1,src/jvm/test/storm/starter/tools/MockTupleHelpers.java,23,0,0,0,0,0.000,0,0,0.000,0,191,N
1.0.1,src/jvm/test/storm/starter/tools/NthLastModifiedTimeTrackerTest.java,112,0,0,0,0,0.000,0,0,0.000,0,191,N
1.0.1,src/jvm/test/storm/starter/tools/RankableObjectWithFieldsTest.java,225,0,0,0,0,0.000,0,0,0.000,0,191,N
1.0.1,src/jvm/test/storm/starter/tools/RankingsTest.java,206,0,0,0,0,0.000,0,0,0.000,0,191,N
1.0.1,src/jvm/test/storm/starter/tools/SlidingWindowCounterTest.java,88,0,0,0,0,0.000,0,0,0.000,0,191,N
1.0.1,src/jvm/test/storm/starter/tools/SlotBasedCounterTest.java,163,0,0,0,0,0.000,0,0,0.000,0,191,N
1.0.1,src/main/java/backtype/storm/contrib/jms/JmsBatch.java,20,0,0,0,0,0.000,0,0,0.000,0,163,N
1.0.1,src/main/java/backtype/storm/contrib/jms/JmsMessageProducer.java,33,0,0,0,0,0.000,0,0,0.000,0,247,N
1.0.1,src/main/java/backtype/storm/contrib/jms/JmsProvider.java,30,0,0,0,0,0.000,0,0,0.000,0,247,N
1.0.1,src/main/java/backtype/storm/contrib/jms/JmsTupleProducer.java,41,0,0,0,0,0.000,0,0,0.000,0,247,N
1.0.1,src/main/java/backtype/storm/contrib/jms/TridentJmsMessageProducer.java,23,0,0,0,0,0.000,0,0,0.000,0,104,N
1.0.1,src/main/java/backtype/storm/contrib/jms/TridentJmsSpout.java,782,0,0,0,0,0.000,0,0,0.000,0,163,N
1.0.1,src/main/java/backtype/storm/contrib/jms/bolt/JmsBolt.java,205,0,0,0,0,0.000,0,0,0.000,0,247,N
1.0.1,src/main/java/backtype/storm/contrib/jms/example/GenericBolt.java,99,0,0,0,0,0.000,0,0,0.000,0,247,N
1.0.1,src/main/java/backtype/storm/contrib/jms/example/JsonTupleProducer.java,41,0,0,0,0,0.000,0,0,0.000,0,247,N
1.0.1,src/main/java/backtype/storm/contrib/jms/example/SpringJmsProvider.java,58,0,0,0,0,0.000,0,0,0.000,0,247,N
1.0.1,src/main/java/backtype/storm/contrib/jms/spout/JmsMessageID.java,55,0,0,0,0,0.000,0,0,0.000,0,108,N
1.0.1,src/main/java/backtype/storm/contrib/jms/spout/JmsSpout.java,397,0,0,0,0,0.000,0,0,0.000,0,247,N
1.0.1,src/main/java/backtype/storm/contrib/jms/trident/JmsState.java,129,0,0,0,0,0.000,0,0,0.000,0,104,N
1.0.1,src/main/java/backtype/storm/contrib/jms/trident/JmsStateFactory.java,40,0,0,0,0,0.000,0,0,0.000,0,104,N
1.0.1,src/main/java/backtype/storm/contrib/jms/trident/JmsUpdater.java,38,0,0,0,0,0.000,0,0,0.000,0,104,N
1.0.1,src/main/java/backtype/storm/contrib/jms/trident/TridentJmsSpout.java,2,0,0,0,0,0.000,0,0,0.000,0,103,N
1.0.1,src/main/java/org/apache/storm/flux/Flux.java,206,0,0,0,0,0.000,0,0,0.000,0,73,N
1.0.1,src/main/java/org/apache/storm/flux/FluxBuilder.java,32,0,0,0,0,0.000,0,0,0.000,0,73,N
1.0.1,src/main/java/org/apache/storm/flux/FluxMain.java,478,0,0,0,0,0.000,0,0,0.000,0,74,N
1.0.1,src/main/java/org/apache/storm/flux/bolts/GenericShellBolt.java,55,0,0,0,0,0.000,0,0,0.000,0,74,N
1.0.1,src/main/java/org/apache/storm/flux/model/BeanDef.java,39,0,0,0,0,0.000,0,0,0.000,0,73,N
1.0.1,src/main/java/org/apache/storm/flux/model/BeanReference.java,39,0,0,0,0,0.000,0,0,0.000,0,73,N
1.0.1,src/main/java/org/apache/storm/flux/model/BoltDef.java,24,0,0,0,0,0.000,0,0,0.000,0,74,N
1.0.1,src/main/java/org/apache/storm/flux/model/ExecutionContext.java,77,0,0,0,0,0.000,0,0,0.000,0,73,N
