Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,no sampling,best first,sensitive learning,0.0067568,0.0003982,0.9996018,0.9932432,0.7500000,0.0067568,0.9285760,0.0107386
STORM,878,0.0296842,0.0000000,1.0000000,ibk,no sampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,no sampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9268396,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,no sampling,best first,sensitive learning,0.1789883,0.0276753,0.9723247,0.8210117,0.6052632,0.1789883,0.6041520,0.2068964
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,no sampling,best first,sensitive learning,0.3709199,0.0218150,0.9781850,0.6290801,0.8333333,0.3709199,0.6998837,0.4341344
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,no sampling,best first,sensitive learning,0.2253521,0.0853008,0.9146992,0.7746479,0.4166667,0.2253521,0.5950441,0.1682309
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,no sampling,best first,sensitive learning,0.2222222,0.1520249,0.8479751,0.7777778,0.0542636,0.2222222,0.5660733,0.0282272
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,no sampling,best first,sensitive learning,0.6388889,0.2513369,0.7486631,0.3611111,0.0754098,0.6388889,0.7348299,0.0839541
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,no sampling,best first,sensitive learning,0.2154696,0.0607477,0.9392523,0.7845304,0.2307692,0.2154696,0.6076444,0.1595640
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,no sampling,best first,sensitive learning,0.7611111,0.0051378,0.9948622,0.2388889,0.9256757,0.7611111,0.9089042,0.8229766
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,no sampling,best first,sensitive learning,0.4393443,0.0564103,0.9435897,0.5606557,0.5254902,0.4393443,0.7934946,0.4118953
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,no sampling,best first,sensitive learning,0.2330383,0.0479516,0.9520484,0.7669617,0.4340659,0.2330383,0.6088280,0.2299265
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,no sampling,best first,sensitive learning,0.9882698,0.0004647,0.9995353,0.0117302,0.9970414,0.9882698,0.9939121,0.9914754
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,no sampling,best first,sensitive learning,0.8084577,0.0338780,0.9661220,0.1915423,0.7926829,0.8084577,0.8343174,0.7681609
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,no sampling,best first,sensitive learning,0.9031532,0.0007965,0.9992035,0.0968468,0.9950372,0.9031532,0.9512797,0.9380076
STORM,878,0.0296842,0.0000000,1.0000000,random forest,no sampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,no sampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,no sampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,no sampling,best first,sensitive threshold,0.0356083,0.0008726,0.9991274,0.9643917,0.9230769,0.0356083,0.5173679,0.0525782
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,no sampling,best first,sensitive threshold,0.0788732,0.0152323,0.9847677,0.9211268,0.5833333,0.0788732,0.5318205,0.0929725
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,no sampling,best first,sensitive threshold,0.0634921,0.0392523,0.9607477,0.9365079,0.0597015,0.0634921,0.5121199,0.0235223
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,no sampling,best first,sensitive threshold,0.1111111,0.0191622,0.9808378,0.8888889,0.1568627,0.1111111,0.5459745,0.1070610
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,no sampling,best first,sensitive threshold,0.0055249,0.0032710,0.9967290,0.9944751,0.1250000,0.0055249,0.5011269,0.0040067
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,no sampling,best first,sensitive threshold,0.1222222,0.0000000,1.0000000,0.8777778,1.0000000,0.1222222,0.5611111,0.2043817
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,no sampling,best first,sensitive threshold,0.0524590,0.0083916,0.9916084,0.9475410,0.4705882,0.0524590,0.5220337,0.0712019
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,no sampling,best first,sensitive threshold,0.0058997,0.0037244,0.9962756,0.9941003,0.2000000,0.0058997,0.5010877,0.0036787
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,no sampling,best first,sensitive threshold,0.4369501,0.0004647,0.9995353,0.5630499,0.9933333,0.4369501,0.7182427,0.5710778
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,no sampling,best first,sensitive threshold,0.3184080,0.0000000,1.0000000,0.6815920,1.0000000,0.3184080,0.6592040,0.4460698
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,no sampling,best first,sensitive threshold,0.6936937,0.0000000,1.0000000,0.3063063,1.0000000,0.6936937,0.8468468,0.7937655
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,no sampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,no sampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,no sampling,best first,sensitive threshold,0.1595331,0.0110701,0.9889299,0.8404669,0.7735849,0.1595331,0.5742315,0.2129390
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,no sampling,best first,sensitive threshold,0.0534125,0.0061082,0.9938918,0.9465875,0.7200000,0.0534125,0.5236521,0.0702659
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,no sampling,best first,sensitive threshold,0.0845070,0.0175171,0.9824829,0.9154930,0.5660377,0.0845070,0.5334950,0.0971359
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,no sampling,best first,sensitive threshold,0.0793651,0.0155763,0.9844237,0.9206349,0.1666667,0.0793651,0.5318944,0.0852363
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,no sampling,best first,sensitive threshold,0.4722222,0.1354724,0.8645276,0.5277778,0.1005917,0.4722222,0.6683749,0.1207875
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,no sampling,best first,sensitive threshold,0.0110497,0.0014019,0.9985981,0.9889503,0.4000000,0.0110497,0.5048239,0.0173856
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,no sampling,best first,sensitive threshold,0.0055556,0.0014012,0.9985988,0.9944444,0.2500000,0.0055556,0.5020772,0.0075231
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,no sampling,best first,sensitive threshold,0.0426230,0.0013986,0.9986014,0.9573770,0.8125000,0.0426230,0.5206122,0.0694486
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,no sampling,best first,sensitive threshold,0.0176991,0.0004655,0.9995345,0.9823009,0.8571429,0.0176991,0.5086168,0.0293285
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,no sampling,best first,sensitive threshold,0.0087977,0.0000000,1.0000000,0.9912023,1.0000000,0.0087977,0.5043988,0.0150921
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,no sampling,best first,sensitive threshold,0.4029851,0.0749303,0.9250697,0.5970149,0.4628571,0.4029851,0.6640274,0.3468961
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,no sampling,best first,sensitive threshold,0.0090090,0.0003982,0.9996018,0.9909910,0.8000000,0.0090090,0.5043054,0.0145196
STORM,878,0.0296842,0.0000000,1.0000000,ibk,no sampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,no sampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,no sampling,best first,sensitive threshold,0.1789883,0.0276753,0.9723247,0.8210117,0.6052632,0.1789883,0.5756565,0.2068964
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,no sampling,best first,sensitive threshold,0.3709199,0.0218150,0.9781850,0.6290801,0.8333333,0.3709199,0.6745524,0.4341344
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,no sampling,best first,sensitive threshold,0.2253521,0.0853008,0.9146992,0.7746479,0.4166667,0.2253521,0.5700256,0.1682309
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,no sampling,best first,sensitive threshold,0.2222222,0.1520249,0.8479751,0.7777778,0.0542636,0.2222222,0.5350987,0.0282272
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,no sampling,best first,sensitive threshold,0.6388889,0.2513369,0.7486631,0.3611111,0.0754098,0.6388889,0.6937760,0.0839541
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,no sampling,best first,sensitive threshold,0.2154696,0.0607477,0.9392523,0.7845304,0.2307692,0.2154696,0.5773610,0.1595640
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,no sampling,best first,sensitive threshold,0.7611111,0.0051378,0.9948622,0.2388889,0.9256757,0.7611111,0.8779867,0.8229766
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,no sampling,best first,sensitive threshold,0.4393443,0.0564103,0.9435897,0.5606557,0.5254902,0.4393443,0.6914670,0.4118953
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,no sampling,best first,sensitive threshold,0.2330383,0.0479516,0.9520484,0.7669617,0.4340659,0.2330383,0.5925434,0.2299265
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,no sampling,best first,sensitive threshold,0.9882698,0.0004647,0.9995353,0.0117302,0.9970414,0.9882698,0.9939026,0.9914754
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,no sampling,best first,sensitive threshold,0.8084577,0.0338780,0.9661220,0.1915423,0.7926829,0.8084577,0.8872898,0.7681609
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,no sampling,best first,sensitive threshold,0.9031532,0.0007965,0.9992035,0.0968468,0.9950372,0.9031532,0.9511783,0.9380076
STORM,878,0.0296842,0.0000000,1.0000000,random forest,oversampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,oversampling,best first,no cost sensitive,0.3115942,0.0273327,0.9726673,0.6884058,0.5972222,0.3115942,0.6425576,0.3589286
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,oversampling,best first,no cost sensitive,0.5953307,0.0433579,0.9566421,0.4046693,0.7650000,0.5953307,0.8927538,0.6029876
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,oversampling,best first,no cost sensitive,0.5192878,0.0514834,0.9485166,0.4807122,0.7478632,0.5192878,0.8751871,0.5243739
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,oversampling,best first,no cost sensitive,0.4000000,0.0860625,0.9139375,0.6000000,0.5568627,0.4000000,0.7754578,0.3498942
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,oversampling,best first,no cost sensitive,0.2857143,0.1981308,0.8018692,0.7142857,0.0535714,0.2857143,0.7382238,0.0284212
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,oversampling,best first,no cost sensitive,0.8472222,0.2633690,0.7366310,0.1527778,0.0935583,0.8472222,0.8382724,0.1191891
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,oversampling,best first,no cost sensitive,0.2541436,0.0897196,0.9102804,0.7458564,0.1932773,0.2541436,0.7491364,0.1437096
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,oversampling,best first,no cost sensitive,0.8777778,0.0359645,0.9640355,0.1222222,0.6723404,0.8777778,0.9737675,0.7384759
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,oversampling,best first,no cost sensitive,0.3344262,0.0624709,0.9375291,0.6655738,0.4322034,0.3344262,0.8681570,0.3011790
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,oversampling,best first,no cost sensitive,0.3303835,0.0642458,0.9357542,0.6696165,0.4480000,0.3303835,0.8383328,0.2992165
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,oversampling,best first,no cost sensitive,0.9912023,0.0055762,0.9944238,0.0087977,0.9657143,0.9912023,0.9993575,0.9748006
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,oversampling,best first,no cost sensitive,0.9925373,0.1486648,0.8513352,0.0074627,0.5168394,0.9925373,0.9848139,0.6086507
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,oversampling,best first,no cost sensitive,0.9527027,0.0597372,0.9402628,0.0472973,0.7382199,0.9527027,0.9869838,0.7975874
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,oversampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,oversampling,best first,no cost sensitive,0.3115942,0.0273327,0.9726673,0.6884058,0.5972222,0.3115942,0.9131971,0.3589286
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,oversampling,best first,no cost sensitive,0.3268482,0.0147601,0.9852399,0.6731518,0.8400000,0.3268482,0.9174893,0.4069107
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,oversampling,best first,no cost sensitive,0.1246291,0.0122164,0.9877836,0.8753709,0.7500000,0.1246291,0.8881026,0.1592955
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,oversampling,best first,no cost sensitive,0.5239437,0.1629855,0.8370145,0.4760563,0.4650000,0.5239437,0.8172297,0.3450038
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,oversampling,best first,no cost sensitive,0.1746032,0.0386293,0.9613707,0.8253968,0.1506849,0.1746032,0.7769520,0.1263405
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,oversampling,best first,no cost sensitive,0.8611111,0.2918895,0.7081105,0.1388889,0.0864714,0.8611111,0.8500600,0.1066867
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,oversampling,best first,no cost sensitive,0.0883978,0.0327103,0.9672897,0.9116022,0.1860465,0.0883978,0.8055636,0.0732957
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,oversampling,best first,no cost sensitive,0.0111111,0.0009341,0.9990659,0.9888889,0.5000000,0.0111111,0.8084877,0.0184294
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,oversampling,best first,no cost sensitive,0.6098361,0.0009324,0.9990676,0.3901639,0.9893617,0.6098361,0.9612419,0.7288162
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,oversampling,best first,no cost sensitive,0.4159292,0.0051210,0.9948790,0.5840708,0.9276316,0.4159292,0.9229530,0.5351032
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,oversampling,best first,no cost sensitive,0.9501466,0.0083643,0.9916357,0.0498534,0.9473684,0.9501466,0.9970116,0.9406217
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,oversampling,best first,no cost sensitive,0.9701493,0.1673974,0.8326026,0.0298507,0.4814815,0.9701493,0.9435852,0.5628783
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,oversampling,best first,no cost sensitive,0.9166667,0.0127439,0.9872561,0.0833333,0.9271071,0.9166667,0.9799472,0.9081319
STORM,878,0.0296842,0.0000000,1.0000000,ibk,oversampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,oversampling,best first,no cost sensitive,0.3115942,0.0273327,0.9726673,0.6884058,0.5972222,0.3115942,0.9268396,0.3589286
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,oversampling,best first,no cost sensitive,0.1828794,0.0313653,0.9686347,0.8171206,0.5802469,0.1828794,0.6073449,0.2050901
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,oversampling,best first,no cost sensitive,0.3798220,0.0427574,0.9572426,0.6201780,0.7231638,0.3798220,0.7074497,0.4049216
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,oversampling,best first,no cost sensitive,0.2732394,0.1233816,0.8766184,0.7267606,0.3745174,0.2732394,0.5539062,0.1662600
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,oversampling,best first,no cost sensitive,0.2857143,0.1800623,0.8199377,0.7142857,0.0586319,0.2857143,0.5627404,0.0369349
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,oversampling,best first,no cost sensitive,0.7083333,0.3048128,0.6951872,0.2916667,0.0693878,0.7083333,0.7122852,0.0739531
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,oversampling,best first,no cost sensitive,0.2541436,0.0855140,0.9144860,0.7458564,0.2008734,0.2541436,0.5946352,0.1503766
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,oversampling,best first,no cost sensitive,0.8166667,0.0373657,0.9626343,0.1833333,0.6475771,0.8166667,0.9051598,0.6960658
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,oversampling,best first,no cost sensitive,0.4491803,0.0694639,0.9305361,0.5508197,0.4790210,0.4491803,0.7658573,0.3901405
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,oversampling,best first,no cost sensitive,0.2861357,0.0865922,0.9134078,0.7138643,0.3427562,0.2861357,0.6231735,0.2144616
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,oversampling,best first,no cost sensitive,0.9912023,0.0023234,0.9976766,0.0087977,0.9854227,0.9912023,0.9957218,0.9864445
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,oversampling,best first,no cost sensitive,0.8258706,0.0434436,0.9565564,0.1741294,0.7528345,0.8258706,0.8550452,0.7518021
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,oversampling,best first,no cost sensitive,0.9099099,0.0167264,0.9832736,0.0900901,0.9058296,0.9099099,0.9359799,0.8915306
STORM,878,0.0296842,0.0000000,1.0000000,random forest,oversampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,oversampling,best first,sensitive learning,0.3115942,0.0273327,0.9726673,0.6884058,0.5972222,0.3115942,0.6425576,0.3589286
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,oversampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8913521,0.0000000
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,oversampling,best first,sensitive learning,0.5608309,0.0549738,0.9450262,0.4391691,0.7500000,0.5608309,0.9066965,0.5552933
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,oversampling,best first,sensitive learning,0.3295775,0.0921554,0.9078446,0.6704225,0.4915966,0.3295775,0.7844942,0.2698697
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,oversampling,best first,sensitive learning,0.2222222,0.1819315,0.8180685,0.7777778,0.0457516,0.2222222,0.7342976,0.0141229
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,oversampling,best first,sensitive learning,0.8194444,0.2259358,0.7740642,0.1805556,0.1042403,0.8194444,0.8593936,0.1373709
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,oversampling,best first,sensitive learning,0.1988950,0.0574766,0.9425234,0.8011050,0.2264151,0.1988950,0.7147584,0.1497494
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,oversampling,best first,sensitive learning,0.8111111,0.0214853,0.9785147,0.1888889,0.7604167,0.8111111,0.9745251,0.7662321
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,oversampling,best first,sensitive learning,0.3344262,0.0484848,0.9515152,0.6655738,0.4951456,0.3344262,0.8707341,0.3321880
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,oversampling,best first,sensitive learning,0.2802360,0.0386406,0.9613594,0.7197640,0.5337079,0.2802360,0.8327359,0.3019891
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,oversampling,best first,sensitive learning,0.9824047,0.0013941,0.9986059,0.0175953,0.9911243,0.9824047,0.9992314,0.9846556
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,oversampling,best first,sensitive learning,0.8283582,0.0023914,0.9976086,0.1716418,0.9823009,0.8283582,0.9814152,0.8841467
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,oversampling,best first,sensitive learning,0.8806306,0.0003982,0.9996018,0.1193694,0.9974490,0.8806306,0.9906004,0.9248121
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,oversampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,oversampling,best first,sensitive learning,0.3115942,0.0273327,0.9726673,0.6884058,0.5972222,0.3115942,0.9131971,0.3589286
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,oversampling,best first,sensitive learning,0.3268482,0.0147601,0.9852399,0.6731518,0.8400000,0.3268482,0.9174893,0.4069107
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,oversampling,best first,sensitive learning,0.0771513,0.0078534,0.9921466,0.9228487,0.7428571,0.0771513,0.8881026,0.1013585
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,oversampling,best first,sensitive learning,0.1408451,0.0312262,0.9687738,0.8591549,0.5494505,0.1408451,0.8172297,0.1504303
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,oversampling,best first,sensitive learning,0.0952381,0.0218069,0.9781931,0.9047619,0.1463415,0.0952381,0.7769520,0.0882321
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,oversampling,best first,sensitive learning,0.7083333,0.1791444,0.8208556,0.2916667,0.1125828,0.7083333,0.8500848,0.1486093
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,oversampling,best first,sensitive learning,0.0552486,0.0186916,0.9813084,0.9447514,0.2000000,0.0552486,0.8055636,0.0546664
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,oversampling,best first,sensitive learning,0.0055556,0.0004671,0.9995329,0.9944444,0.5000000,0.0055556,0.8084877,0.0093004
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,oversampling,best first,sensitive learning,0.2459016,0.0004662,0.9995338,0.7540984,0.9868421,0.2459016,0.9612419,0.3620151
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,oversampling,best first,sensitive learning,0.0265487,0.0013966,0.9986034,0.9734513,0.7500000,0.0265487,0.9229530,0.0423566
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,oversampling,best first,sensitive learning,0.6011730,0.0000000,1.0000000,0.3988270,1.0000000,0.6011730,0.9932164,0.7224031
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,oversampling,best first,sensitive learning,0.8631841,0.1474691,0.8525309,0.1368159,0.4839609,0.8631841,0.9125477,0.5385296
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,oversampling,best first,sensitive learning,0.6711712,0.0027877,0.9972123,0.3288288,0.9770492,0.6711712,0.9699812,0.7672456
STORM,878,0.0296842,0.0000000,1.0000000,ibk,oversampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,oversampling,best first,sensitive learning,0.3115942,0.0273327,0.9726673,0.6884058,0.5972222,0.3115942,0.9268396,0.3589286
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,oversampling,best first,sensitive learning,0.1828794,0.0313653,0.9686347,0.8171206,0.5802469,0.1828794,0.6073449,0.2050901
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,oversampling,best first,sensitive learning,0.3798220,0.0427574,0.9572426,0.6201780,0.7231638,0.3798220,0.7074497,0.4049216
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,oversampling,best first,sensitive learning,0.2732394,0.1233816,0.8766184,0.7267606,0.3745174,0.2732394,0.5539062,0.1662600
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,oversampling,best first,sensitive learning,0.2857143,0.1781931,0.8218069,0.7142857,0.0592105,0.2857143,0.5627404,0.0378913
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,oversampling,best first,sensitive learning,0.7083333,0.3030303,0.6969697,0.2916667,0.0697674,0.7083333,0.7122852,0.0746476
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,oversampling,best first,sensitive learning,0.2541436,0.0827103,0.9172897,0.7458564,0.2062780,0.2541436,0.5946352,0.1549738
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,oversampling,best first,sensitive learning,0.7888889,0.0294255,0.9705745,0.2111111,0.6926829,0.7888889,0.9051598,0.7140458
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,oversampling,best first,sensitive learning,0.4426230,0.0657343,0.9342657,0.5573770,0.4891304,0.4426230,0.7658573,0.3929121
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,oversampling,best first,sensitive learning,0.2861357,0.0679702,0.9320298,0.7138643,0.3991770,0.2861357,0.6231735,0.2477032
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,oversampling,best first,sensitive learning,0.9912023,0.0023234,0.9976766,0.0087977,0.9854227,0.9912023,0.9957218,0.9864445
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,oversampling,best first,sensitive learning,0.8233831,0.0350737,0.9649263,0.1766169,0.7899761,0.8233831,0.8550452,0.7745560
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,oversampling,best first,sensitive learning,0.9054054,0.0023895,0.9976105,0.0945946,0.9852941,0.9054054,0.9359799,0.9341918
STORM,878,0.0296842,0.0000000,1.0000000,random forest,oversampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,oversampling,best first,sensitive threshold,0.3115942,0.0273327,0.9726673,0.6884058,0.5972222,0.3115942,0.6421307,0.3589286
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,oversampling,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,oversampling,best first,sensitive threshold,0.1928783,0.0165794,0.9834206,0.8071217,0.7738095,0.1928783,0.5881495,0.2398582
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,oversampling,best first,sensitive threshold,0.1295775,0.0297030,0.9702970,0.8704225,0.5411765,0.1295775,0.5499372,0.1382277
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,oversampling,best first,sensitive threshold,0.1587302,0.1077882,0.8922118,0.8412698,0.0546448,0.1587302,0.5254710,0.0266016
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,oversampling,best first,sensitive threshold,0.1250000,0.0561497,0.9438503,0.8750000,0.0666667,0.1250000,0.5344251,0.0483682
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,oversampling,best first,sensitive threshold,0.1160221,0.0261682,0.9738318,0.8839779,0.2727273,0.1160221,0.5449269,0.1219174
